id_ligne,id_commande,id_produit,quantite,prix_unitaire
64787,8580,276,3,293.41
64788,16798,486,3,394.05
64789,12388,98,5,1574.22
64790,18029,141,2,1152.91
64791,17718,26,4,1369.06
64792,11833,387,2,1296.06
64793,10926,141,3,1152.91
64794,13172,265,2,1624.96
64795,15324,454,3,769.51
64796,6290,252,5,556.27
64797,12334,192,3,902.18
64798,3729,184,1,1174.87
64799,13578,442,4,81.27
64800,8664,325,3,1885.27
64801,10314,351,1,929.74
64802,17297,96,5,1355.5
64803,14709,277,3,785.92
64804,2311,412,5,942.76
64805,11212,277,1,785.92
64806,12869,441,4,1822.07
64807,17414,325,4,1885.27
64808,19979,400,5,1644.9
64809,961,500,3,351.71
64810,15437,342,4,1316.99
64811,13736,83,5,301.74
64812,8863,190,3,674.84
64813,5928,147,3,241.08
64814,18182,329,3,670.01
64815,1014,215,3,1098.19
64816,8502,40,3,212.42
64817,16224,175,2,1535.27
64818,85,247,1,1746.34
64819,13999,95,2,1797.82
64820,8269,323,1,1875.42
64821,9508,116,1,1551.8
64822,2952,420,3,849.69
64823,3311,177,4,1609.63
64824,9954,284,3,934.15
64825,19779,278,2,170.9
64826,6814,67,5,1000.62
64827,10392,278,1,170.9
64828,17154,77,5,478.42
64829,6828,61,5,1726.6
64830,877,249,4,1336.68
64831,9143,302,5,1299.08
64832,1331,125,1,1240.28
64833,19746,338,2,779.82
64834,12268,264,5,429.49
64835,9009,446,2,1049.38
64836,19782,16,5,1311.98
64837,10321,110,3,1277.41
64838,15814,177,2,1609.63
64839,5265,389,4,112.52
64840,8441,81,2,1609.52
64841,14296,137,5,1691.09
64842,7433,305,4,1153.89
64843,10937,17,3,632.17
64844,5627,113,5,856.15
64845,13135,120,1,1809.9
64846,10908,95,1,1797.82
64847,7754,268,1,1270.69
64848,8613,23,5,1525.16
64849,13706,450,5,466.87
64850,19535,415,3,1770.98
64851,10130,344,2,822.0
64852,15324,251,5,300.08
64853,14293,278,5,170.9
64854,17256,200,5,810.38
64855,11104,451,1,388.56
64856,9501,412,2,942.76
64857,6542,431,1,246.0
64858,4555,386,4,261.84
64859,18917,172,4,1805.56
64860,7150,222,2,1689.33
64861,15367,209,2,574.86
64862,19403,20,1,1049.67
64863,659,488,5,580.13
64864,5538,56,5,1692.07
64865,4285,94,5,1551.69
64866,12672,105,4,289.82
64867,17304,235,1,1099.36
64868,322,98,5,1574.22
64869,5552,69,5,502.22
64870,17170,239,5,293.29
64871,6452,203,1,444.99
64872,19120,54,5,1725.07
64873,5867,196,2,406.2
64874,6291,395,5,1726.43
64875,7149,195,1,1106.47
64876,7851,83,3,301.74
64877,7569,277,3,785.92
64878,12722,12,5,230.47
64879,4890,77,1,478.42
64880,13269,341,5,573.25
64881,3775,144,2,1442.98
64882,16407,203,5,444.99
64883,6939,112,3,1585.07
64884,3934,130,4,1098.0
64885,11644,181,5,1165.39
64886,4096,198,1,164.88
64887,4773,76,5,720.5
64888,9159,341,4,573.25
64889,3802,95,5,1797.82
64890,14476,261,3,1773.41
64891,12047,427,4,949.65
64892,15195,261,1,1773.41
64893,1416,457,2,1592.96
64894,15857,313,3,69.29
64895,12581,492,4,1532.63
64896,2345,172,3,1805.56
64897,17036,154,4,1393.58
64898,18677,326,2,1762.86
64899,19179,472,2,592.35
64900,7324,8,5,1897.47
64901,6149,181,5,1165.39
64902,7540,1,3,100.63
64903,17141,215,4,1098.19
64904,6915,237,1,738.34
64905,18215,229,1,529.56
64906,7064,400,4,1644.9
64907,12494,366,2,970.41
64908,2101,51,3,1396.79
64909,12486,368,5,1460.5
64910,9512,164,2,644.6
64911,18593,286,4,712.25
64912,3101,218,3,1323.46
64913,13217,361,2,640.3
64914,8545,136,4,1974.56
64915,5157,107,1,1677.89
64916,3743,104,1,1311.83
64917,8345,169,3,288.54
64918,5849,204,3,511.16
64919,3719,178,3,805.11
64920,16016,262,4,591.97
64921,11227,234,1,1795.77
64922,1620,446,5,1049.38
64923,10210,289,1,1440.93
64924,381,404,1,174.74
64925,7540,41,4,1195.06
64926,18201,148,5,209.8
64927,5162,270,1,1604.58
64928,4188,136,4,1974.56
64929,8834,275,4,1539.99
64930,18918,263,1,925.28
64931,6191,77,2,478.42
64932,11124,95,2,1797.82
64933,17075,338,3,779.82
64934,19848,11,1,1116.95
64935,3086,355,4,750.23
64936,15566,248,1,1013.32
64937,5887,301,2,873.02
64938,5229,94,2,1551.69
64939,4419,281,4,151.8
64940,7056,346,1,1874.22
64941,9227,414,5,1776.81
64942,17932,112,1,1585.07
64943,18840,273,2,1063.37
64944,17225,392,3,451.49
64945,1608,116,3,1551.8
64946,5407,99,2,1656.04
64947,15596,402,4,445.8
64948,19273,93,2,1987.64
64949,3218,456,3,1967.05
64950,4936,464,5,1195.56
64951,15898,271,3,531.95
64952,1392,140,5,933.64
64953,15122,167,5,144.87
64954,6129,322,4,788.9
64955,5610,195,3,1106.47
64956,8089,324,1,518.29
64957,12324,288,3,260.61
64958,15140,483,5,510.8
64959,16433,405,3,1624.75
64960,8756,436,1,471.52
64961,15567,283,5,1735.94
64962,17495,86,3,507.7
64963,971,137,4,1691.09
64964,18702,262,5,591.97
64965,9093,190,1,674.84
64966,3880,391,5,1827.12
64967,15085,122,3,1777.28
64968,5944,398,1,808.54
64969,7802,91,1,272.24
64970,13402,419,5,1523.02
64971,13129,379,2,685.86
64972,13067,498,1,1231.75
64973,1720,358,5,241.9
64974,3779,14,2,90.0
64975,17363,234,4,1795.77
64976,4150,475,2,718.32
64977,5362,273,5,1063.37
64978,4830,328,4,423.78
64979,19256,203,2,444.99
64980,8114,280,4,248.56
64981,12738,492,1,1532.63
64982,10401,197,2,648.25
64983,9102,20,2,1049.67
64984,6813,1,4,100.63
64985,19962,168,5,470.38
64986,18201,274,2,1562.71
64987,8092,174,3,1535.8
64988,11812,48,5,947.32
64989,3636,251,2,300.08
64990,5061,179,5,1104.94
64991,4909,305,2,1153.89
64992,12614,73,4,1264.26
64993,7093,172,4,1805.56
64994,8717,176,1,1739.37
64995,11384,380,4,1581.45
64996,7660,484,4,1463.73
64997,7553,19,2,750.14
64998,17290,119,2,169.86
64999,12550,152,2,1568.71
65000,19855,184,1,1174.87
65001,4685,242,3,225.43
65002,19922,15,2,807.58
65003,10477,492,3,1532.63
65004,3947,418,5,286.4
65005,10886,242,5,225.43
65006,5354,13,2,518.16
65007,5155,300,5,512.91
65008,16729,61,5,1726.6
65009,723,299,1,1059.48
65010,13004,499,1,316.48
65011,14782,351,4,929.74
65012,16578,49,1,1465.53
65013,13893,493,2,1535.76
65014,1043,203,5,444.99
65015,15135,290,3,1813.52
65016,1697,471,2,1491.55
65017,1327,87,5,1998.56
65018,6208,197,4,648.25
65019,10565,339,2,399.05
65020,12327,197,4,648.25
65021,15282,269,2,985.93
65022,6926,224,5,186.37
65023,19034,54,2,1725.07
65024,183,93,3,1987.64
65025,8481,260,4,1016.37
65026,6214,492,2,1532.63
65027,10462,111,1,1518.75
65028,13310,20,5,1049.67
65029,8674,108,2,609.18
65030,17669,64,4,1279.3
65031,3723,298,4,718.66
65032,7661,500,5,351.71
65033,13864,139,2,925.04
65034,4309,354,4,911.29
65035,16211,46,3,1092.03
65036,18979,413,3,236.29
65037,17188,228,3,1288.58
65038,1786,47,2,277.52
65039,17692,157,5,1937.66
65040,4334,408,4,611.43
65041,2935,368,3,1460.5
65042,19974,294,5,298.98
65043,4025,387,3,1296.06
65044,14633,356,3,1693.08
65045,287,7,1,1329.54
65046,6599,24,2,413.39
65047,16236,157,1,1937.66
65048,15435,441,2,1822.07
65049,13456,280,2,248.56
65050,11051,463,3,1046.5
65051,6430,53,1,422.06
65052,19553,280,2,248.56
65053,15459,290,2,1813.52
65054,19766,339,2,399.05
65055,10271,136,4,1974.56
65056,19589,466,3,510.97
65057,15116,202,5,782.25
65058,18496,226,2,1997.7
65059,11384,301,2,873.02
65060,15812,157,4,1937.66
65061,5515,235,1,1099.36
65062,15338,477,4,1235.72
65063,17067,465,2,91.37
65064,4314,226,3,1997.7
65065,10010,134,2,95.67
65066,14041,58,1,974.28
65067,749,494,3,1529.77
65068,13916,346,4,1874.22
65069,12806,151,4,835.37
65070,6939,461,3,181.65
65071,1104,399,2,1747.38
65072,7389,45,1,1749.65
65073,11593,152,5,1568.71
65074,18445,87,3,1998.56
65075,17956,412,4,942.76
65076,17563,135,1,554.45
65077,4828,39,2,1583.05
65078,5232,235,1,1099.36
65079,12505,15,3,807.58
65080,6328,369,4,505.76
65081,6091,181,4,1165.39
65082,16702,193,5,1726.31
65083,9223,177,4,1609.63
65084,3110,266,4,1917.66
65085,17925,452,1,73.36
65086,7093,194,1,551.5
65087,1345,61,5,1726.6
65088,1929,444,1,480.11
65089,19644,329,5,670.01
65090,15494,36,4,743.14
65091,12122,485,5,1457.26
65092,1677,115,1,1890.29
65093,16886,151,4,835.37
65094,11572,115,4,1890.29
65095,13394,175,5,1535.27
65096,1569,103,2,1478.48
65097,17062,117,1,215.32
65098,7903,387,2,1296.06
65099,14837,128,5,1410.07
65100,5078,157,4,1937.66
65101,13350,142,5,505.98
65102,18795,57,4,217.88
65103,2035,326,3,1762.86
65104,2967,167,4,144.87
65105,422,479,1,176.0
65106,4107,26,4,1369.06
65107,19102,341,2,573.25
65108,17794,127,1,1267.5
65109,15201,60,4,1929.54
65110,13776,435,3,472.51
65111,5903,463,4,1046.5
65112,18088,195,2,1106.47
65113,6110,75,1,611.62
65114,8325,183,5,425.23
65115,10363,327,5,331.64
65116,7559,59,5,373.91
65117,749,191,5,1008.37
65118,5032,145,4,255.19
65119,17441,197,2,648.25
65120,19404,270,2,1604.58
65121,14397,312,1,830.61
65122,13325,217,5,1924.17
65123,3285,169,5,288.54
65124,6218,18,4,1812.28
65125,3488,481,4,1879.64
65126,6027,188,3,1584.18
65127,16260,24,3,413.39
65128,8693,4,1,1669.86
65129,15594,47,3,277.52
65130,7482,352,2,766.65
65131,5142,110,4,1277.41
65132,15403,175,4,1535.27
65133,69,252,5,556.27
65134,4155,33,2,199.24
65135,9085,376,1,1630.28
65136,2122,157,3,1937.66
65137,15564,182,3,1308.06
65138,16749,84,2,1231.21
65139,17558,78,4,1714.23
65140,14807,32,4,626.19
65141,18484,168,1,470.38
65142,2089,292,4,1463.01
65143,9738,102,2,1430.92
65144,4060,112,1,1585.07
65145,8950,206,1,168.23
65146,8531,370,4,1527.36
65147,29,416,4,1349.98
65148,16387,8,5,1897.47
65149,3959,332,1,1589.7
65150,256,498,5,1231.75
65151,16603,209,5,574.86
65152,10358,194,1,551.5
65153,12350,251,4,300.08
65154,1516,491,5,874.26
65155,12691,364,5,599.6
65156,15910,273,3,1063.37
65157,6957,57,2,217.88
65158,15271,154,2,1393.58
65159,4512,344,3,822.0
65160,13814,410,4,1245.4
65161,6853,409,1,1415.62
65162,17098,146,3,425.48
65163,18735,318,3,1776.5
65164,8505,460,2,697.49
65165,11158,166,2,327.17
65166,5293,278,2,170.9
65167,15800,41,5,1195.06
65168,8569,447,3,1146.01
65169,795,375,2,645.87
65170,1699,292,1,1463.01
65171,14189,193,2,1726.31
65172,16398,332,3,1589.7
65173,13485,277,4,785.92
65174,14236,80,4,1674.51
65175,17045,300,3,512.91
65176,6809,443,3,707.38
65177,6757,409,3,1415.62
65178,1649,420,3,849.69
65179,8479,82,2,454.06
65180,6408,446,1,1049.38
65181,4313,382,5,1278.19
65182,10278,329,4,670.01
65183,15966,153,5,1022.71
65184,8659,128,1,1410.07
65185,19178,456,3,1967.05
65186,7414,61,2,1726.6
65187,12411,6,1,1333.11
65188,8106,115,3,1890.29
65189,1674,107,2,1677.89
65190,14629,425,5,273.63
65191,19773,39,2,1583.05
65192,9024,149,4,1782.59
65193,8661,92,3,1145.86
65194,12591,113,5,856.15
65195,8987,208,2,844.61
65196,6472,193,3,1726.31
65197,3441,253,1,1767.96
65198,3190,398,1,808.54
65199,12671,217,1,1924.17
65200,19932,13,2,518.16
65201,7785,369,2,505.76
65202,10466,159,2,973.04
65203,4662,3,4,349.86
65204,9189,119,3,169.86
65205,19284,396,4,356.22
65206,19260,392,5,451.49
65207,1589,155,2,1656.43
65208,6628,437,2,1299.97
65209,19873,435,4,472.51
65210,10444,454,2,769.51
65211,10778,153,2,1022.71
65212,16524,449,1,1880.9
65213,6404,395,4,1726.43
65214,5994,230,2,460.72
65215,18263,124,4,65.41
65216,13454,452,1,73.36
65217,3469,353,2,582.39
65218,260,412,4,942.76
65219,13568,34,4,259.88
65220,14263,398,2,808.54
65221,6446,121,2,1946.69
65222,17397,76,5,720.5
65223,5140,473,3,1593.97
65224,10568,263,2,925.28
65225,19049,419,1,1523.02
65226,15476,310,5,465.62
65227,19242,486,3,394.05
65228,1661,291,1,549.76
65229,10956,331,2,418.75
65230,3387,267,4,370.74
65231,7423,174,3,1535.8
65232,8431,386,2,261.84
65233,598,111,4,1518.75
65234,15773,259,2,287.35
65235,7234,333,5,153.86
65236,18077,115,4,1890.29
65237,8754,269,3,985.93
65238,2720,432,4,1092.57
65239,14341,13,1,518.16
65240,18927,47,3,277.52
65241,17265,327,4,331.64
65242,10362,386,1,261.84
65243,10259,120,5,1809.9
65244,16951,396,3,356.22
65245,2968,3,2,349.86
65246,18773,93,4,1987.64
65247,5582,442,1,81.27
65248,19494,22,2,1147.96
65249,2543,442,2,81.27
65250,9048,363,5,1829.15
65251,13797,37,3,1548.86
65252,13745,203,5,444.99
65253,10649,77,5,478.42
65254,4730,61,3,1726.6
65255,10296,350,5,1048.91
65256,14799,321,5,1825.77
65257,14468,427,1,949.65
65258,7876,294,5,298.98
65259,19138,460,5,697.49
65260,3311,224,1,186.37
65261,12688,490,1,786.55
65262,11482,21,1,1776.56
65263,9649,476,3,155.44
65264,3165,496,3,551.72
65265,11809,248,3,1013.32
65266,9569,31,5,1691.0
65267,8713,143,1,1350.5
65268,15197,16,3,1311.98
65269,11918,200,1,810.38
65270,16042,63,1,149.3
65271,7212,339,4,399.05
65272,2730,69,4,502.22
65273,17132,27,3,1078.19
65274,7694,336,4,1592.44
65275,7569,168,2,470.38
65276,2817,14,1,90.0
65277,4675,56,4,1692.07
65278,12894,284,3,934.15
65279,2852,321,2,1825.77
65280,8013,92,4,1145.86
65281,684,11,4,1116.95
65282,4979,474,5,1513.57
65283,14160,251,4,300.08
65284,3341,40,4,212.42
65285,13727,62,5,442.61
65286,7942,469,5,345.76
65287,18270,452,3,73.36
65288,12397,57,2,217.88
65289,4809,476,1,155.44
65290,4812,165,1,623.26
65291,9423,414,5,1776.81
65292,5346,446,1,1049.38
65293,12786,347,4,1123.58
65294,15194,173,3,1677.2
65295,19349,496,1,551.72
65296,6858,435,5,472.51
65297,2696,87,5,1998.56
65298,10362,486,5,394.05
65299,16452,201,3,855.0
65300,17686,155,2,1656.43
65301,6641,342,2,1316.99
65302,2699,352,3,766.65
65303,11241,462,4,1828.6
65304,2015,194,1,551.5
65305,9760,445,3,1461.82
65306,15674,321,4,1825.77
65307,19977,309,1,1401.78
65308,19719,375,3,645.87
65309,9349,460,1,697.49
65310,15081,223,5,364.76
65311,5485,311,1,1624.18
65312,500,192,4,902.18
65313,1169,100,2,255.55
65314,10251,101,4,1826.42
65315,10749,393,1,186.46
65316,1367,29,2,1819.06
65317,3703,287,2,1058.57
65318,16003,368,4,1460.5
65319,6567,436,1,471.52
65320,8346,377,5,489.71
65321,5495,371,4,1594.23
65322,1562,136,2,1974.56
65323,19389,5,4,1275.3
65324,11183,414,3,1776.81
65325,2419,407,1,952.26
65326,8919,305,2,1153.89
65327,18198,32,3,626.19
65328,19519,406,1,1825.09
65329,2729,209,5,574.86
65330,524,252,4,556.27
65331,19973,306,1,634.28
65332,11769,321,3,1825.77
65333,15085,194,2,551.5
65334,341,424,5,823.51
65335,14802,144,1,1442.98
65336,16610,220,4,1215.84
65337,6203,86,2,507.7
65338,14668,7,5,1329.54
65339,16807,376,3,1630.28
65340,15792,48,2,947.32
65341,11539,149,1,1782.59
65342,1253,35,3,234.24
65343,7953,151,4,835.37
65344,16058,262,2,591.97
65345,2672,303,4,716.03
65346,5442,91,4,272.24
65347,5741,271,2,531.95
65348,6489,118,2,1964.79
65349,4189,164,1,644.6
65350,15364,412,5,942.76
65351,3803,148,2,209.8
65352,16234,330,1,1845.98
65353,4766,434,3,349.32
65354,9574,53,5,422.06
65355,9118,455,4,851.64
65356,986,31,3,1691.0
65357,15998,170,5,1747.33
65358,6294,40,4,212.42
65359,7964,255,5,1248.19
65360,11300,428,3,1331.19
65361,1749,415,5,1770.98
65362,16725,476,5,155.44
65363,361,44,1,410.92
65364,10173,61,4,1726.6
65365,18793,385,4,1092.26
65366,17535,466,2,510.97
65367,14556,260,2,1016.37
65368,11820,379,3,685.86
65369,10852,59,5,373.91
65370,11691,155,4,1656.43
65371,10507,197,1,648.25
65372,5277,7,5,1329.54
65373,2615,487,1,606.44
65374,3447,105,5,289.82
65375,15026,500,4,351.71
65376,1451,226,4,1997.7
65377,15071,105,1,289.82
65378,5376,254,3,1702.95
65379,10515,191,1,1008.37
65380,3579,155,2,1656.43
65381,9167,162,4,770.69
65382,10814,415,5,1770.98
65383,14628,187,4,400.5
65384,2522,169,1,288.54
65385,8381,352,4,766.65
65386,18529,438,2,1396.18
65387,12164,486,4,394.05
65388,19141,129,2,1767.9
65389,1202,371,3,1594.23
65390,17129,117,5,215.32
65391,14102,285,1,1765.88
65392,4835,250,3,1152.02
65393,1438,141,2,1152.91
65394,16650,373,4,905.43
65395,4591,457,4,1592.96
65396,11750,99,1,1656.04
65397,15290,11,3,1116.95
65398,2861,69,4,502.22
65399,17331,346,5,1874.22
65400,10108,120,1,1809.9
65401,13215,41,3,1195.06
65402,6100,2,4,778.44
65403,1039,206,3,168.23
65404,2994,293,5,524.15
65405,18876,68,4,1202.53
65406,19783,370,5,1527.36
65407,13935,124,2,65.41
65408,16771,199,1,102.98
65409,18506,133,3,658.89
65410,11166,44,4,410.92
65411,2655,304,2,1219.54
65412,17138,496,4,551.72
65413,18544,214,4,1103.86
65414,10211,52,1,220.89
65415,10774,27,5,1078.19
65416,12004,403,5,443.32
65417,16236,224,2,186.37
65418,13226,57,4,217.88
65419,6956,102,4,1430.92
65420,3079,448,1,453.88
65421,3146,360,1,433.46
65422,11552,203,1,444.99
65423,7225,130,4,1098.0
65424,17094,287,2,1058.57
65425,19087,95,3,1797.82
65426,16460,253,5,1767.96
65427,19194,389,1,112.52
65428,15977,53,4,422.06
65429,6819,142,1,505.98
65430,4467,82,2,454.06
65431,12105,340,3,1404.29
65432,9106,337,3,376.5
65433,17447,166,5,327.17
65434,2390,175,2,1535.27
65435,10376,143,5,1350.5
65436,9290,125,2,1240.28
65437,2912,196,1,406.2
65438,10298,342,5,1316.99
65439,16831,169,5,288.54
65440,9507,44,1,410.92
65441,14272,101,5,1826.42
65442,19623,416,5,1349.98
65443,4401,442,1,81.27
65444,18250,384,2,448.2
65445,17434,200,4,810.38
65446,5172,369,1,505.76
65447,8236,259,5,287.35
65448,7046,446,5,1049.38
65449,10889,496,4,551.72
65450,5674,483,2,510.8
65451,4157,122,4,1777.28
65452,7891,313,4,69.29
65453,6247,463,2,1046.5
65454,2458,464,1,1195.56
65455,12988,465,4,91.37
65456,14442,45,4,1749.65
65457,18000,455,1,851.64
65458,12843,398,1,808.54
65459,19154,500,1,351.71
65460,7149,94,5,1551.69
65461,9152,296,3,1188.15
65462,18739,290,5,1813.52
65463,11999,464,1,1195.56
65464,1044,380,1,1581.45
65465,10471,278,1,170.9
65466,178,142,4,505.98
65467,12425,206,4,168.23
65468,5930,358,3,241.9
65469,5345,217,5,1924.17
65470,9841,78,1,1714.23
65471,4992,97,4,1608.02
65472,3726,181,3,1165.39
65473,7218,289,1,1440.93
65474,17367,443,5,707.38
65475,12211,232,3,1237.13
65476,14675,188,1,1584.18
65477,2903,51,1,1396.79
65478,1702,70,1,87.09
65479,935,81,1,1609.52
65480,1700,463,1,1046.5
65481,14836,192,5,902.18
65482,6245,103,5,1478.48
65483,16497,46,2,1092.03
65484,13768,331,1,418.75
65485,19517,285,2,1765.88
65486,17018,275,4,1539.99
65487,4941,405,5,1624.75
65488,12790,371,4,1594.23
65489,13894,29,5,1819.06
65490,17203,277,2,785.92
65491,10128,13,5,518.16
65492,8745,223,4,364.76
65493,7005,146,3,425.48
65494,4495,461,5,181.65
65495,4488,231,5,80.96
65496,8401,77,4,478.42
65497,12810,215,2,1098.19
65498,11964,314,3,1131.65
65499,17028,370,1,1527.36
65500,14670,426,3,1357.08
65501,3843,420,1,849.69
65502,18858,371,3,1594.23
65503,14736,488,4,580.13
65504,19661,382,4,1278.19
65505,17528,467,5,1258.54
65506,6165,363,4,1829.15
65507,5665,60,5,1929.54
65508,9627,386,4,261.84
65509,3893,246,1,63.91
65510,2332,328,4,423.78
65511,15385,428,5,1331.19
65512,16010,447,3,1146.01
65513,1180,213,4,1576.62
65514,13445,306,4,634.28
65515,13935,258,3,1696.47
65516,12701,500,4,351.71
65517,1162,474,3,1513.57
65518,19447,262,2,591.97
65519,16907,28,1,616.87
65520,15098,134,4,95.67
65521,11576,88,2,746.24
65522,1678,80,5,1674.51
65523,1900,114,2,1906.09
65524,12762,155,3,1656.43
65525,524,224,5,186.37
65526,15517,370,5,1527.36
65527,16986,261,4,1773.41
65528,6844,106,3,1940.79
65529,5498,128,1,1410.07
65530,10369,383,5,1169.06
65531,14492,331,4,418.75
65532,5336,193,2,1726.31
65533,12581,316,2,135.61
65534,5154,292,5,1463.01
65535,5713,436,3,471.52
65536,16026,387,5,1296.06
65537,9419,130,4,1098.0
65538,9344,72,5,1783.82
65539,18575,208,1,844.61
65540,12528,47,3,277.52
65541,15479,23,3,1525.16
65542,19629,241,1,1528.92
65543,4395,314,3,1131.65
65544,12544,428,4,1331.19
65545,3787,191,1,1008.37
65546,7302,345,2,1782.98
65547,3315,175,4,1535.27
65548,2435,243,3,1626.41
65549,14872,101,5,1826.42
65550,10006,61,4,1726.6
65551,12520,99,3,1656.04
65552,4114,121,3,1946.69
65553,5972,111,5,1518.75
65554,5829,111,4,1518.75
65555,13054,261,5,1773.41
65556,15261,385,2,1092.26
65557,120,116,5,1551.8
65558,8336,109,4,568.73
65559,1372,326,5,1762.86
65560,5562,6,3,1333.11
65561,809,443,3,707.38
65562,18945,115,5,1890.29
65563,10593,321,3,1825.77
65564,495,217,4,1924.17
65565,18081,283,5,1735.94
65566,15548,451,1,388.56
65567,4279,377,4,489.71
65568,9917,319,5,1702.69
65569,15545,185,4,1067.42
65570,4718,465,3,91.37
65571,4332,375,3,645.87
65572,4554,344,3,822.0
65573,4696,78,5,1714.23
65574,18584,460,3,697.49
65575,4143,369,2,505.76
65576,16002,298,1,718.66
65577,8552,475,5,718.32
65578,12770,285,3,1765.88
65579,5973,151,3,835.37
65580,18084,349,3,498.85
65581,12630,96,2,1355.5
65582,11639,299,3,1059.48
65583,7111,357,1,1305.13
65584,6884,387,4,1296.06
65585,2068,409,1,1415.62
65586,4496,401,2,1227.23
65587,3271,57,3,217.88
65588,18022,409,1,1415.62
65589,16268,146,3,425.48
65590,16682,458,1,541.28
65591,10637,363,1,1829.15
65592,13509,116,2,1551.8
65593,13712,221,2,1692.76
65594,15783,81,5,1609.52
65595,13713,273,4,1063.37
65596,2813,382,2,1278.19
65597,15168,305,1,1153.89
65598,15894,325,1,1885.27
65599,2014,217,1,1924.17
65600,15205,146,5,425.48
65601,10204,405,5,1624.75
65602,3795,363,3,1829.15
65603,14778,390,5,102.34
65604,11143,114,1,1906.09
65605,9154,463,5,1046.5
65606,11271,335,3,458.01
65607,6735,238,4,748.03
65608,17095,224,5,186.37
65609,1777,250,2,1152.02
65610,10150,176,2,1739.37
65611,12071,139,1,925.04
65612,10791,188,1,1584.18
65613,14925,111,5,1518.75
65614,8679,324,5,518.29
65615,9600,121,1,1946.69
65616,7925,163,4,1069.42
65617,10287,388,3,384.28
65618,11335,1,4,100.63
65619,13164,434,4,349.32
65620,2873,240,2,916.93
65621,15429,75,2,611.62
65622,12935,271,2,531.95
65623,8609,108,5,609.18
65624,2833,305,5,1153.89
65625,15844,91,5,272.24
65626,14880,391,5,1827.12
65627,18238,321,2,1825.77
65628,15979,257,4,1715.03
65629,789,323,3,1875.42
65630,18055,86,4,507.7
65631,19946,305,3,1153.89
65632,17825,204,3,511.16
65633,10232,257,2,1715.03
65634,12574,52,1,220.89
65635,9145,313,5,69.29
65636,236,97,4,1608.02
65637,2274,25,2,128.85
65638,2324,199,4,102.98
65639,8167,375,4,645.87
65640,10153,194,1,551.5
65641,14218,103,2,1478.48
65642,7795,251,5,300.08
65643,1374,332,5,1589.7
65644,17912,36,2,743.14
65645,8986,452,3,73.36
65646,11583,155,2,1656.43
65647,9385,334,3,1710.43
65648,538,338,4,779.82
65649,11748,494,2,1529.77
65650,18296,282,3,236.87
65651,12564,451,3,388.56
65652,9676,163,4,1069.42
65653,10725,79,1,1772.19
65654,18966,296,5,1188.15
65655,2233,342,2,1316.99
65656,9408,338,2,779.82
65657,9587,50,1,1635.61
65658,11292,133,2,658.89
65659,13783,334,5,1710.43
65660,18255,191,3,1008.37
65661,9264,58,5,974.28
65662,14228,219,1,167.34
65663,1618,165,5,623.26
65664,14065,390,2,102.34
65665,7117,79,4,1772.19
65666,10636,135,2,554.45
65667,13123,499,2,316.48
65668,9674,81,1,1609.52
65669,1557,496,2,551.72
65670,13904,262,5,591.97
65671,916,128,2,1410.07
65672,4021,37,2,1548.86
65673,7077,324,1,518.29
65674,13808,244,5,1961.23
65675,3811,270,4,1604.58
65676,11815,138,3,741.22
65677,10119,40,5,212.42
65678,16305,292,4,1463.01
65679,1539,271,5,531.95
65680,9596,309,5,1401.78
65681,7949,145,2,255.19
65682,1726,308,4,477.84
65683,9515,100,1,255.55
65684,6592,444,2,480.11
65685,17481,136,2,1974.56
65686,12332,54,5,1725.07
65687,10571,489,3,1904.48
65688,14760,279,5,637.87
65689,17318,458,4,541.28
65690,10449,111,2,1518.75
65691,10190,122,5,1777.28
65692,9303,428,4,1331.19
65693,6491,209,3,574.86
65694,15279,353,5,582.39
65695,16551,179,1,1104.94
65696,14213,202,4,782.25
65697,16536,221,4,1692.76
65698,11661,77,3,478.42
65699,8395,287,1,1058.57
65700,10985,254,3,1702.95
65701,15771,364,2,599.6
65702,4002,30,4,339.78
65703,15771,135,5,554.45
65704,8527,124,2,65.41
65705,7788,39,2,1583.05
65706,7562,355,3,750.23
65707,12866,2,3,778.44
65708,1391,374,2,780.67
65709,8649,392,4,451.49
65710,1746,393,2,186.46
65711,10278,126,2,920.07
65712,9322,59,5,373.91
65713,15072,202,1,782.25
65714,18898,276,4,293.41
65715,15051,121,2,1946.69
65716,15855,140,2,933.64
65717,11340,419,3,1523.02
65718,3770,461,5,181.65
65719,19420,286,3,712.25
65720,13530,373,5,905.43
65721,7643,177,5,1609.63
65722,18338,313,5,69.29
65723,1157,304,2,1219.54
65724,9594,462,5,1828.6
65725,4374,218,4,1323.46
65726,236,311,4,1624.18
65727,12630,50,1,1635.61
65728,15934,293,2,524.15
65729,7748,416,1,1349.98
65730,407,218,4,1323.46
65731,13452,182,2,1308.06
65732,3946,113,5,856.15
65733,4171,150,4,920.02
65734,3235,53,4,422.06
65735,207,161,5,1712.02
65736,11539,282,4,236.87
65737,16862,310,1,465.62
65738,16127,187,3,400.5
65739,1995,442,5,81.27
65740,7044,224,3,186.37
65741,6420,157,2,1937.66
65742,9107,39,5,1583.05
65743,683,293,5,524.15
65744,5447,292,5,1463.01
65745,14896,73,1,1264.26
65746,2712,130,4,1098.0
65747,6879,21,5,1776.56
65748,12435,66,1,1475.6
65749,3976,335,3,458.01
65750,15387,438,3,1396.18
65751,11470,373,5,905.43
